,text,Tweet_tokenized,sentiment
2957, august   requot gyaan   live life  fail notic live   quot By muthu   ,"['august', 'requot', 'gyaan', 'live', 'life', 'fail', 'notic', 'live', 'quot', 'By', 'muthu']",neutral
2958,perkinz   idk wat dat tho  mayb sum       lol,"['perkinz', 'idk', 'wat', 'dat', 'tho', 'mayb', 'sum', 'lol']",neutral
2959,you r silly ,"['you', 'r', 'silly']",neutral
2960,it    am  I hear helicopt fli house  that  kind weird  In news  headach back  booooo ,"['it', 'am', 'I', 'hear', 'helicopt', 'fli', 'house', 'that', 'kind', 'weird', 'In', 'news', 'headach', 'back', 'booooo']",neutral
2961,rofl u did  hahaha  lemm tell salman munir  P  P,"['rofl', 'u', 'did', 'hahaha', 'lemm', 'tell', 'salman', 'munir', 'P', 'P']",neutral
2962,yea   way go  super excit great midwest resource    midwest pride ,"['yea', 'way', 'go', 'super', 'excit', 'great', 'midwest', 'resource', 'midwest', 'pride']",neutral
2963,Hi    I net yayy   Im short time though,"['Hi', 'I', 'net', 'yayy', 'Im', 'short', 'time', 'though']",positive
2964,love sunshine  wish poor richi would feel better,"['love', 'sunshine', 'wish', 'poor', 'richi', 'would', 'feel', 'better']",negative
2965,we r,"['we', 'r']",neutral
2966,heyi si  year  month still want walk  ,"['heyi', 'si', 'year', 'month', 'still', 'want', 'walk']",neutral
2967,hey  site down  I go listen web stream can t get site   ,"['hey', 'site', 'down', 'I', 'go', 'listen', 'web', 'stream', 'can', 't', 'get', 'site']",neutral
2968,mind race     b c  word wrote  I hate him  I hate most      I can t keep fall,"['mind', 'race', 'b', 'c', 'word', 'wrote', 'I', 'hate', 'him', 'I', 'hate', 'most', 'I', 'can', 't', 'keep', 'fall']",neutral
2969,I hope    eclips run btw  ,"['I', 'hope', 'eclips', 'run', 'btw']",neutral
2970,uh  happi mother  day mum ,"['uh', 'happi', 'mother', 'day', 'mum']",negative
2971, bebop that  lame  sorri,"['bebop', 'that', 'lame', 'sorri']",neutral
2972,morn you ,"['morn', 'you']",neutral
2973,      cheer lizzi b anoth foh hero concert still suppos b upset xoxoxo,"['cheer', 'lizzi', 'b', 'anoth', 'foh', 'hero', 'concert', 'still', 'suppos', 'b', 'upset', 'xoxoxo']",negative
2974,i ll definit write it  I look forward articl re  if write it  It fun ,"['i', 'll', 'definit', 'write', 'it', 'I', 'look', 'forward', 'articl', 're', 'if', 'write', 'it', 'It', 'fun']",negative
2975,hug  kathy  though mom  heaven  I know she  smile accomplish   peopl keep positive ,"['hug', 'kathy', 'though', 'mom', 'heaven', 'I', 'know', 'she', 'smile', 'accomplish', 'peopl', 'keep', 'positive']",negative
2976,oh noe I miss again ,"['oh', 'noe', 'I', 'miss', 'again']",neutral
2977,don t anyth fwd mobilem last week i v gotten least    spam messag day,"['don', 't', 'anyth', 'fwd', 'mobilem', 'last', 'week', 'i', 'v', 'gotten', 'least', 'spam', 'messag', 'day']",neutral
2978,ive spend time w mi momma  we r celebr mother  day earli ive good  woodburn ,"['ive', 'spend', 'time', 'w', 'mi', 'momma', 'we', 'r', 'celebr', 'mother', 'day', 'earli', 'ive', 'good', 'woodburn']",neutral
2979,heard dad would go september  would also come him ,"['heard', 'dad', 'would', 'go', 'september', 'would', 'also', 'come', 'him']",negative
2980,I heard disappointing  I disappoint i v even seen it  what wast C  bale ,"['I', 'heard', 'disappointing', 'I', 'disappoint', 'i', 'v', 'even', 'seen', 'it', 'what', 'wast', 'C', 'bale']",negative
2981,      mandarinmonday,['mandarinmonday'],neutral
2982,yeah  I thought littl warn guys  I don t miss   shift  days wk break  that  sure,"['yeah', 'I', 'thought', 'littl', 'warn', 'guys', 'I', 'don', 't', 'miss', 'shift', 'days', 'wk', 'break', 'that', 'sure']",positive
2983,right I need breakfast  let  see I make tweet     what I thinking  i m bloke  multitask lol,"['right', 'I', 'need', 'breakfast', 'let', 'see', 'I', 'make', 'tweet', 'what', 'I', 'thinking', 'i', 'm', 'bloke', 'multitask', 'lol']",neutral
2984,i ll teleport straight,"['i', 'll', 'teleport', 'straight']",neutral
2985, may new fav number   ,"['may', 'new', 'fav', 'number']",negative
2986,So done absolut noth day today   how piti that   smdh   guess I cant go nite  I gotta work booo,"['So', 'done', 'absolut', 'noth', 'day', 'today', 'how', 'piti', 'that', 'smdh', 'guess', 'I', 'cant', 'go', 'nite', 'I', 'gotta', 'work', 'booo']",neutral
2987,sad  casu everyon go seper ways  never go see friend again ,"['sad', 'casu', 'everyon', 'go', 'seper', 'ways', 'never', 'go', 'see', 'friend', 'again']",neutral
2988,cool np  it  got work seri designs ,"['cool', 'np', 'it', 'got', 'work', 'seri', 'designs']",neutral
2989,have sell car  it  cost much  can afford one rollerskate  bye bye petey,"['have', 'sell', 'car', 'it', 'cost', 'much', 'can', 'afford', 'one', 'rollerskate', 'bye', 'bye', 'petey']",neutral
2990,like like  causee im babysit haha call causee im kinda bore right,"['like', 'like', 'causee', 'im', 'babysit', 'haha', 'call', 'causee', 'im', 'kinda', 'bore', 'right']",neutral
2991, jim I much want see screen adapt kick       found nick cage it  heart sank,"['jim', 'I', 'much', 'want', 'see', 'screen', 'adapt', 'kick', 'found', 'nick', 'cage', 'it', 'heart', 'sank']",neutral
2992,Oh sunny ,"['Oh', 'sunny']",negative
2993,Oh noes  hope feel better soon  My head sympath yours ,"['Oh', 'noes', 'hope', 'feel', 'better', 'soon', 'My', 'head', 'sympath', 'yours']",neutral
2994,sunburn realli bad now  regret sit sun without suncream,"['sunburn', 'realli', 'bad', 'now', 'regret', 'sit', 'sun', 'without', 'suncream']",neutral
2995,I feel like i m alott drug,"['I', 'feel', 'like', 'i', 'm', 'alott', 'drug']",neutral
2996,hehe name jack dawson   die titan u c movi miley im watch rite now  amazing tel leo i him ,"['hehe', 'name', 'jack', 'dawson', 'die', 'titan', 'u', 'c', 'movi', 'miley', 'im', 'watch', 'rite', 'now', 'amazing', 'tel', 'leo', 'i', 'him']",neutral
2997,oic  cavite  sorri im america     see profile  there  word like america,"['oic', 'cavite', 'sorri', 'im', 'america', 'see', 'profile', 'there', 'word', 'like', 'america']",neutral
2998,throat hurt gonna go read go bed  text mee ,"['throat', 'hurt', 'gonna', 'go', 'read', 'go', 'bed', 'text', 'mee']",neutral
2999,watch old skool fall boy vid,"['watch', 'old', 'skool', 'fall', 'boy', 'vid']",neutral
3000,join club ,"['join', 'club']",neutral
3001, y spitta wa caught traffic around howlin wolf mins  I wonder wth go on     musta nice ,"['y', 'spitta', 'wa', 'caught', 'traffic', 'around', 'howlin', 'wolf', 'mins', 'I', 'wonder', 'wth', 'go', 'on', 'musta', 'nice']",negative
3002,agreed   thi time year chang motto  the soggi state    mi backyard look like swim pool,"['agreed', 'thi', 'time', 'year', 'chang', 'motto', 'the', 'soggi', 'state', 'mi', 'backyard', 'look', 'like', 'swim', 'pool']",neutral
3003,ohhh  realli want see coraline  seem realli good,"['ohhh', 'realli', 'want', 'see', 'coraline', 'seem', 'realli', 'good']",neutral
3004,     cold    ,['cold'],neutral
3005,fatty  omg found worst      idk need talk you   hope see get work ,"['fatty', 'omg', 'found', 'worst', 'idk', 'need', 'talk', 'you', 'hope', 'see', 'get', 'work']",neutral
3006,weren t  picky    precise  might find interest talk,"['weren', 't', 'picky', 'precise', 'might', 'find', 'interest', 'talk']",neutral
3007,awee ,['awee'],neutral
3008,you will succes love you ,"['you', 'will', 'succes', 'love', 'you']",neutral
3009,yeaaaah tangerang vacat,"['yeaaaah', 'tangerang', 'vacat']",neutral
3010,yah,['yah'],neutral
3011,I lost  dollars  I alway lose money,"['I', 'lost', 'dollars', 'I', 'alway', 'lose', 'money']",neutral
3012,well  look like go anoth night without snuggl bug miss big girl ,"['well', 'look', 'like', 'go', 'anoth', 'night', 'without', 'snuggl', 'bug', 'miss', 'big', 'girl']",neutral
3013,good one,"['good', 'one']",neutral
3014,  shannon shanni im sorry  didnt mean upset you  thought would find cute im sorri dont sad ,"['shannon', 'shanni', 'im', 'sorry', 'didnt', 'mean', 'upset', 'you', 'thought', 'would', 'find', 'cute', 'im', 'sorri', 'dont', 'sad']",negative
3015,total best part day studi haha ok i m realli leav holly  i ll shortly  peace ,"['total', 'best', 'part', 'day', 'studi', 'haha', 'ok', 'i', 'm', 'realli', 'leav', 'holly', 'i', 'll', 'shortly', 'peace']",negative
3016,go clean room that hard  keep room pretti clean really    anyway  could still better things    ,"['go', 'clean', 'room', 'that', 'hard', 'keep', 'room', 'pretti', 'clean', 'really', 'anyway', 'could', 'still', 'better', 'things']",neutral
3017,got approxim  hour sleep last night    i love life,"['got', 'approxim', 'hour', 'sleep', 'last', 'night', 'i', 'love', 'life']",neutral
3018,bad week connectivity   arlington panera wifi sucks  mayb head legal seafood airport  dang   miss metavers U stream ,"['bad', 'week', 'connectivity', 'arlington', 'panera', 'wifi', 'sucks', 'mayb', 'head', 'legal', 'seafood', 'airport', 'dang', 'miss', 'metavers', 'U', 'stream']",neutral
3019,mouse attic clog danc,"['mouse', 'attic', 'clog', 'danc']",neutral
3020,need make effort meet best onlin friend like        money cost D ,"['need', 'make', 'effort', 'meet', 'best', 'onlin', 'friend', 'like', 'money', 'cost', 'D']",neutral
3021,dude  same  hurt,"['dude', 'same', 'hurt']",neutral
3022,wish I dallas   can I still say ow   lol hey    u spell name wrong it  good  thank  ff love,"['wish', 'I', 'dallas', 'can', 'I', 'still', 'say', 'ow', 'lol', 'hey', 'u', 'spell', 'name', 'wrong', 'it', 'good', 'thank', 'ff', 'love']",neutral
3023,fall,['fall'],neutral
3024,In studi hall brittneyy  ,"['In', 'studi', 'hall', 'brittneyy']",neutral
3025, flo well that nice    hope ur good,"['flo', 'well', 'that', 'nice', 'hope', 'ur', 'good']",neutral
3026,i v read sim  genet sim  forums  appar hair dye pas offspring  i m disappoint,"['i', 'v', 'read', 'sim', 'genet', 'sim', 'forums', 'appar', 'hair', 'dye', 'pas', 'offspring', 'i', 'm', 'disappoint']",negative
3027,don t know yet   word    hope though   good stuff happen late i m get excited ,"['don', 't', 'know', 'yet', 'word', 'hope', 'though', 'good', 'stuff', 'happen', 'late', 'i', 'm', 'get', 'excited']",neutral
3028,   wow pretti x,"['wow', 'pretti', 'x']",neutral
3029,that  great  never good jump roping   ,"['that', 'great', 'never', 'good', 'jump', 'roping']",neutral
3030,the cast true blood,"['the', 'cast', 'true', 'blood']",neutral
3031,morn,['morn'],neutral
3032,new phone   zero contact   poo  send messag name save number thank,"['new', 'phone', 'zero', 'contact', 'poo', 'send', 'messag', 'name', 'save', 'number', 'thank']",neutral
3033,work someth exciting    I cannot tweet sever month,"['work', 'someth', 'exciting', 'I', 'cannot', 'tweet', 'sever', 'month']",neutral
3034,U great  always  but  can t east germani noko  Or least provok   go  kill ,"['U', 'great', 'always', 'but', 'can', 't', 'east', 'germani', 'noko', 'Or', 'least', 'provok', 'go', 'kill']",negative
3035,nice pair shoes  check nike shoe worth buying   ,"['nice', 'pair', 'shoes', 'check', 'nike', 'shoe', 'worth', 'buying']",negative
3036,So coworker friend told manag sent home afraid she  troubl send home haha  dumb     ,"['So', 'coworker', 'friend', 'told', 'manag', 'sent', 'home', 'afraid', 'she', 'troubl', 'send', 'home', 'haha', 'dumb']",neutral
3037,wat u doin bad im mixin song,"['wat', 'u', 'doin', 'bad', 'im', 'mixin', 'song']",neutral
3038,I help way ,"['I', 'help', 'way']",neutral
3039,sign night   good sunday night,"['sign', 'night', 'good', 'sunday', 'night']",neutral
3040,I got two ticket one speed one tint window,"['I', 'got', 'two', 'ticket', 'one', 'speed', 'one', 'tint', 'window']",neutral
3041,  clean house  go  see soccergam friend,"['clean', 'house', 'go', 'see', 'soccergam', 'friend']",neutral
3042,and thank gorgeou flowers ,"['and', 'thank', 'gorgeou', 'flowers']",neutral
3043,it  good home,"['it', 'good', 'home']",neutral
3044,ap  north korea could opt devast land assault      via  report  scari talk say least  mm,"['ap', 'north', 'korea', 'could', 'opt', 'devast', 'land', 'assault', 'via', 'report', 'scari', 'talk', 'say', 'least', 'mm']",neutral
3045,need go offic again   melting  ,"['need', 'go', 'offic', 'again', 'melting']",neutral
3046,back home funer wife  grandfath today  now time homework,"['back', 'home', 'funer', 'wife', 'grandfath', 'today', 'now', 'time', 'homework']",neutral
3047,   new hair go greeattt use ,"['new', 'hair', 'go', 'greeattt', 'use']",neutral
3048,test anoth update    sorri bother u guy,"['test', 'anoth', 'update', 'sorri', 'bother', 'u', 'guy']",negative
3049,call night      talk yall tomorrow,"['call', 'night', 'talk', 'yall', 'tomorrow']",neutral
3050,suck,['suck'],neutral
3051,happi mothers  day mom mother world,"['happi', 'mothers', 'day', 'mom', 'mother', 'world']",negative
3052,want join drama practic today can t,"['want', 'join', 'drama', 'practic', 'today', 'can', 't']",neutral
3053, breakupword chang,"['breakupword', 'chang']",negative
3054,oh ok well im sendin lot love     ,"['oh', 'ok', 'well', 'im', 'sendin', 'lot', 'love']",neutral
3055,nooooooooo    u never call anymor lol   but  i v good too   rick ross town  might go  show nite    ,"['nooooooooo', 'u', 'never', 'call', 'anymor', 'lol', 'but', 'i', 'v', 'good', 'too', 'rick', 'ross', 'town', 'might', 'go', 'show', 'nite']",neutral
3056,i ll get size   now  straight post offic see later  hun,"['i', 'll', 'get', 'size', 'now', 'straight', 'post', 'offic', 'see', 'later', 'hun']",neutral
3057,tell hasnt  miss boge ,"['tell', 'hasnt', 'miss', 'boge']",neutral
3058, possa happi happi bday babi girl  love ya     hope get everyth want,"['possa', 'happi', 'happi', 'bday', 'babi', 'girl', 'love', 'ya', 'hope', 'get', 'everyth', 'want']",neutral
3059,haha realis sound lot like stellllaaa lol  anyhoo got ur facebook msg start work soon hope,"['haha', 'realis', 'sound', 'lot', 'like', 'stellllaaa', 'lol', 'anyhoo', 'got', 'ur', 'facebook', 'msg', 'start', 'work', 'soon', 'hope']",neutral
3060,ok love girls  work beckons  will come back later  twpp,"['ok', 'love', 'girls', 'work', 'beckons', 'will', 'come', 'back', 'later', 'twpp']",neutral
3061,    sound like jeff best job world ,"['sound', 'like', 'jeff', 'best', 'job', 'world']",neutral
3062,spent hour tri get newborn bird front garden fly  poor babi success ,"['spent', 'hour', 'tri', 'get', 'newborn', 'bird', 'front', 'garden', 'fly', 'poor', 'babi', 'success']",neutral
3063,someon doesn t feel good   ,"['someon', 'doesn', 't', 'feel', 'good']",neutral
3064,good morn people    have great day,"['good', 'morn', 'people', 'have', 'great', 'day']",neutral
3065,u see I twit real xmsiriu is  let know contact info  let transmit this ,"['u', 'see', 'I', 'twit', 'real', 'xmsiriu', 'is', 'let', 'know', 'contact', 'info', 'let', 'transmit', 'this']",positive
3066,I wish I could twitter book expo recept javitz horrible    ,"['I', 'wish', 'I', 'could', 'twitter', 'book', 'expo', 'recept', 'javitz', 'horrible']",neutral
3067,        words day         words hour          words minute  No pressure ,"['words', 'day', 'words', 'hour', 'words', 'minute', 'No', 'pressure']",neutral
3068,august anberlin  they r headlin though ye perth show,"['august', 'anberlin', 'they', 'r', 'headlin', 'though', 'ye', 'perth', 'show']",neutral
3069,got new cloth seri one supernatur dvd,"['got', 'new', 'cloth', 'seri', 'one', 'supernatur', 'dvd']",positive
3070,shout out TO nikki    pleasssee  soulja boy tell  em live live    ,"['shout', 'out', 'TO', 'nikki', 'pleasssee', 'soulja', 'boy', 'tell', 'em', 'live', 'live']",neutral
3071,I love google  mother day theme ,"['I', 'love', 'google', 'mother', 'day', 'theme']",neutral
3072, tha lol congrats ,"['tha', 'lol', 'congrats']",negative
3073,makin tea stressin,"['makin', 'tea', 'stressin']",neutral
3074,woah that  cool land london  and  hour ago i love scenery  beauti  ,"['woah', 'that', 'cool', 'land', 'london', 'and', 'hour', 'ago', 'i', 'love', 'scenery', 'beauti']",negative
3075,that terribl I enjoy everi minute ,"['that', 'terribl', 'I', 'enjoy', 'everi', 'minute']",neutral
3076,oh jealous  though you r miss fri potato bread,"['oh', 'jealous', 'though', 'you', 'r', 'miss', 'fri', 'potato', 'bread']",neutral
3077,how vile people  remov thing valu,"['how', 'vile', 'people', 'remov', 'thing', 'valu']",neutral
3078,wast may bank holiday crappi north  south brighton party ,"['wast', 'may', 'bank', 'holiday', 'crappi', 'north', 'south', 'brighton', 'party']",neutral
3079,  punkrockchick haha saw commerci it    you wouldnt kill,"['punkrockchick', 'haha', 'saw', 'commerci', 'it', 'you', 'wouldnt', 'kill']",neutral
3080,guess I miss beer good time,"['guess', 'I', 'miss', 'beer', 'good', 'time']",neutral
3081,watch favorit tv show hulu com free,"['watch', 'favorit', 'tv', 'show', 'hulu', 'com', 'free']",neutral
3082,So full great lunch stuck traffic,"['So', 'full', 'great', 'lunch', 'stuck', 'traffic']",negative
3083,well  mother   grandma bit kid mode,"['well', 'mother', 'grandma', 'bit', 'kid', 'mode']",neutral
3084,bad headach get wors minut better ,"['bad', 'headach', 'get', 'wors', 'minut', 'better']",neutral
3085,want come back onlin talk gossip horribl thing transpir today ,"['want', 'come', 'back', 'onlin', 'talk', 'gossip', 'horribl', 'thing', 'transpir', 'today']",neutral
3086,funni I wrote,"['funni', 'I', 'wrote']",neutral
3087,thanks  busi      good book ,"['thanks', 'busi', 'good', 'book']",neutral
3088,onli  tweet last  hours  nobodi like tweetboard,"['onli', 'tweet', 'last', 'hours', 'nobodi', 'like', 'tweetboard']",neutral
